what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.app,1.3.400.v20150715-1528,"org.eclipse.equinox.app",1516905925756
started,bundle,org.eclipse.equinox.common,3.9.0.v20170207-1454,"org.eclipse.equinox.common",1516905925756
started,bundle,org.eclipse.equinox.console,1.1.300.v20170512-2111,"org.eclipse.equinox.console",1516905925756
started,bundle,org.eclipse.equinox.ds,1.5.0.v20170307-1429,"org.eclipse.equinox.ds",1516905925760
started,bundle,org.eclipse.equinox.event,1.4.0.v20170105-1446,"org.eclipse.equinox.event",1516905925760
started,bundle,org.eclipse.equinox.p2.core,2.4.101.v20170906-1259,"org.eclipse.equinox.p2.core",1516905925760
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.1.100.v20150423-1455,"org.eclipse.equinox.p2.directorywatcher",1516905925764
started,bundle,org.eclipse.equinox.p2.engine,2.5.0.v20170319-2002,"org.eclipse.equinox.p2.engine",1516905925764
started,bundle,org.eclipse.equinox.p2.metadata,2.3.200.v20170511-1106,"org.eclipse.equinox.p2.metadata",1516905925764
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.401.v20170906-1259,"org.eclipse.equinox.p2.metadata.repository",1516905925764
started,bundle,org.eclipse.equinox.p2.operations,2.4.300.v20170511-1106,"org.eclipse.equinox.p2.operations",1516905925768
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.400.v20160504-1450,"org.eclipse.equinox.p2.reconciler.dropins",1516905925768
started,bundle,org.eclipse.equinox.p2.repository,2.3.301.v20170906-1259,"org.eclipse.equinox.p2.repository",1516905925768
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.3.100.v20170418-0708,"org.eclipse.equinox.p2.ui.sdk.scheduler",1516905925772
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.400.v20170106-2125,"org.eclipse.equinox.p2.updatechecker",1516905925772
started,bundle,org.eclipse.equinox.preferences,3.7.0.v20170126-2132,"org.eclipse.equinox.preferences",1516905925772
started,bundle,org.eclipse.equinox.registry,3.7.0.v20170222-1344,"org.eclipse.equinox.registry",1516905925772
started,bundle,org.eclipse.equinox.security,1.2.300.v20170505-1235,"org.eclipse.equinox.security",1516905925892
started,bundle,org.eclipse.help,3.8.1.v20170815-1448,"org.eclipse.help",1516905925892
started,bundle,org.eclipse.jdt.apt.core,3.5.0.v20170411-0710,"org.eclipse.jdt.apt.core",1516905925896
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.2.0.v20170322-1054,"org.eclipse.jdt.apt.pluggable.core",1516905925896
started,bundle,org.eclipse.jdt.core,3.13.0.v20170516-1929,"org.eclipse.jdt.core",1516905925900
started,bundle,org.eclipse.jdt.core.manipulation,1.9.0.v20161219-2145,"org.eclipse.jdt.core.manipulation",1516905925900
started,bundle,org.eclipse.jdt.launching,3.9.0.v20170419-1235,"org.eclipse.jdt.launching",1516905925900
started,bundle,org.eclipse.jdt.ui,3.13.1.v20170822-1011,"org.eclipse.jdt.ui",1516905925900
started,bundle,org.eclipse.jgit,4.8.0.201706111038-r,"org.eclipse.jgit",1516905925900
started,bundle,org.eclipse.jsch.core,1.3.0.v20160422-1917,"org.eclipse.jsch.core",1516905925904
started,bundle,org.eclipse.ltk.core.refactoring,3.8.0.v20170105-1156,"org.eclipse.ltk.core.refactoring",1516905925904
started,bundle,org.eclipse.ltk.ui.refactoring,3.9.0.v20170412-0825,"org.eclipse.ltk.ui.refactoring",1516905925904
started,bundle,org.eclipse.m2e.logback.configuration,1.8.1.20170728-1531,"org.eclipse.m2e.logback.configuration",1516905925904
started,bundle,org.eclipse.mylyn.bugzilla.core,3.23.1.v20170623-0008,"org.eclipse.mylyn.bugzilla.core",1516905925908
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.23.1.v20170623-0008,"org.eclipse.mylyn.bugzilla.ui",1516905925908
